3.591503566440582551e-01 -1.145296856620953374e+00 -2.837325946157795897e+02
3.591503566440582551e-01 -1.145296856620953374e+00 -2.837325946157795897e+02
3.591503566440582551e-01 -1.145296856620953374e+00 -2.837325946157795897e+02
3.591503566440582551e-01 -1.145296856620953374e+00 -2.837325946157795897e+02
3.436824488410705203e-01 -1.142893075991950225e+00 -2.819633456895347194e+02
3.403715563602499605e-01 -1.145673246914957089e+00 -2.817191017091030290e+02
3.422210524761018502e-01 -1.137334392696905061e+00 -2.819614520858287392e+02
3.365530452009521944e-01 -1.145232535776774974e+00 -2.815824266417449167e+02
3.320102847747088970e-01 -1.121607720011488230e+00 -2.815794825873244918e+02
3.320102847747088970e-01 -1.121607720011488230e+00 -2.815794825873244918e+02
3.228878530034680061e-01 -1.144729462262594311e+00 -2.818405899380595088e+02
3.175486776243240383e-01 -1.145069603167293337e+00 -2.822945397339343572e+02
3.101177830904350285e-01 -1.144311172898670570e+00 -2.831989312902675238e+02
3.101177830904350285e-01 -1.144311172898670570e+00 -2.831989312902675238e+02
3.101177830904350285e-01 -1.144311172898670570e+00 -2.831989312902675238e+02
3.101177830904350285e-01 -1.144311172898670570e+00 -2.831989312902675238e+02
3.106282671698090136e-01 -1.140846098964246158e+00 -2.829314785669210437e+02
3.106282671698090136e-01 -1.140846098964246158e+00 -2.829314785669210437e+02
3.106282671698090136e-01 -1.140846098964246158e+00 -2.829314785669210437e+02
3.199517612696659574e-01 -1.137206744373865153e+00 -2.818236171532824414e+02
3.229984166374646470e-01 -1.139088482420845594e+00 -2.816930431909552226e+02
3.204872303858352089e-01 -1.154553492368131096e+00 -2.823766057707313735e+02
3.204872303858352089e-01 -1.154553492368131096e+00 -2.823766057707313735e+02
3.333585245406653352e-01 -1.153434083328829463e+00 -2.815971937126645912e+02
3.333585245406653352e-01 -1.153434083328829463e+00 -2.815971937126645912e+02
3.342920405190480393e-01 -1.150600790081463876e+00 -2.815662095681349228e+02
3.397201274343679689e-01 -1.148896462323865331e+00 -2.816644005008950558e+02
3.427487177851198386e-01 -1.154507562101293017e+00 -2.817468529626692089e+02
3.498182818560258700e-01 -1.144168887527351686e+00 -2.824985347026343447e+02
3.349280967698076150e-01 -1.144234972746571488e+00 -2.815500718876609199e+02
3.198554134807714555e-01 -1.151814811539684458e+00 -2.823308391480635464e+02
3.198554134807714555e-01 -1.151814811539684458e+00 -2.823308391480635464e+02
3.458919320076792592e-01 -1.162305047270731251e+00 -2.818242349487885008e+02
3.513604662592587080e-01 -1.170253044167254286e+00 -2.820476350132795460e+02
3.346731367425263559e-01 -1.157068762214836122e+00 -2.816176487989052362e+02
3.307595777484719224e-01 -1.162361579863764316e+00 -2.818305338412031915e+02
3.321582287256283905e-01 -1.159199999409362913e+00 -2.817068445368544189e+02
3.377624876286181022e-01 -1.173962256100292256e+00 -2.817759295005565718e+02
3.216762902169326144e-01 -1.178291338122514631e+00 -2.833764595673718532e+02
3.216762902169326144e-01 -1.178291338122514631e+00 -2.833764595673718532e+02
3.216762902169326144e-01 -1.178291338122514631e+00 -2.833764595673718532e+02
3.198210434895933374e-01 -1.169279767341546705e+00 -2.831554061986421402e+02
3.198210434895933374e-01 -1.169279767341546705e+00 -2.831554061986421402e+02
3.313531274052841091e-01 -1.176724583850288663e+00 -2.821891096328797062e+02
3.412087597324627297e-01 -1.181116519181535374e+00 -2.817952315112071915e+02
3.335721683986306307e-01 -1.194250504380677036e+00 -2.826189796205115954e+02
3.335721683986306307e-01 -1.194250504380677036e+00 -2.826189796205115954e+02
3.470871847517040809e-01 -1.189080818320741084e+00 -2.818184995552097689e+02
3.364249596400801789e-01 -1.193236972954859532e+00 -2.823187943956334038e+02
3.647528835230187116e-01 -1.197573954677846997e+00 -2.826586758998562345e+02
3.617656977551552133e-01 -1.188808115613454008e+00 -2.825615764525408053e+02
